Historical Data Export for XAUUSD
Date Range: 2025.10.21 to 2025.10.22
Generated: 2025.10.26 15:52:50
Daily Only Mode: No

===========================================
FULL MULTI-TIMEFRAME DATA (TRAINING SET)
===========================================

SCALPING: 1-MINUTE CHART (Execution Timeframe)
===========================================
Timestamp,Open,High,Low,Close,Volume
2025.10.22 11:22:00,4101.00000,4107.19000,4099.14000,4106.13000,2014
2025.10.22 11:23:00,4106.13000,4114.37000,4105.44000,4109.83000,2163
2025.10.22 11:24:00,4109.83000,4110.37000,4104.34000,4104.68000,1391
2025.10.22 11:25:00,4104.68000,4110.82000,4104.68000,4106.73000,1399
2025.10.22 11:26:00,4106.73000,4107.12000,4103.76000,4103.98000,856
2025.10.22 11:27:00,4104.00000,4111.03000,4100.39000,4110.93000,2154
2025.10.22 11:28:00,4110.93000,4111.42000,4104.85000,4104.95000,1601
2025.10.22 11:29:00,4104.95000,4104.99000,4100.98000,4102.76000,1365
2025.10.22 11:30:00,4102.76000,4106.33000,4102.11000,4104.34000,1378
2025.10.22 11:31:00,4104.35000,4108.09000,4104.34000,4107.05000,1537
2025.10.22 11:32:00,4107.05000,4109.52000,4105.62000,4108.88000,1332
2025.10.22 11:33:00,4108.88000,4108.93000,4103.34000,4106.89000,1359
2025.10.22 11:34:00,4106.89000,4110.11000,4105.82000,4108.28000,1143
2025.10.22 11:35:00,4108.28000,4109.78000,4105.71000,4107.51000,1284
2025.10.22 11:36:00,4107.51000,4108.12000,4102.63000,4105.11000,1275
2025.10.22 11:37:00,4105.11000,4106.41000,4103.07000,4106.32000,1005
2025.10.22 11:38:00,4106.32000,4106.52000,4101.42000,4104.20000,1368
2025.10.22 11:39:00,4104.20000,4107.39000,4101.55000,4102.72000,1494
2025.10.22 11:40:00,4102.75000,4104.15000,4097.87000,4099.07000,1003
2025.10.22 11:41:00,4099.07000,4099.29000,4084.86000,4085.03000,2094
2025.10.22 11:42:00,4084.98000,4094.83000,4084.60000,4086.09000,1657
2025.10.22 11:43:00,4086.09000,4092.53000,4085.58000,4091.55000,1071
2025.10.22 11:44:00,4091.55000,4094.84000,4087.91000,4087.91000,1291
2025.10.22 11:45:00,4087.91000,4093.06000,4086.83000,4090.22000,920
2025.10.22 11:46:00,4090.22000,4090.61000,4078.77000,4080.08000,1465
2025.10.22 11:47:00,4080.08000,4088.00000,4079.72000,4086.90000,1451
2025.10.22 11:48:00,4086.90000,4087.87000,4080.92000,4084.73000,1245
2025.10.22 11:49:00,4084.73000,4090.98000,4084.64000,4086.88000,1364
2025.10.22 11:50:00,4086.88000,4090.33000,4084.75000,4086.23000,1576
2025.10.22 11:51:00,4086.23000,4089.93000,4083.60000,4088.52000,1610
2025.10.22 11:52:00,4088.51000,4094.45000,4087.50000,4094.44000,1257
2025.10.22 11:53:00,4094.44000,4094.44000,4089.59000,4089.84000,1112
2025.10.22 11:54:00,4089.84000,4091.77000,4086.36000,4090.52000,1140
2025.10.22 11:55:00,4090.51000,4091.60000,4085.06000,4086.83000,1352
2025.10.22 11:56:00,4086.82000,4088.67000,4084.75000,4085.03000,1316
2025.10.22 11:57:00,4084.99000,4087.12000,4078.84000,4079.58000,1866
2025.10.22 11:58:00,4079.58000,4085.84000,4079.44000,4079.79000,1843
2025.10.22 11:59:00,4079.79000,4079.80000,4069.60000,4070.57000,2501
2025.10.22 12:00:00,4070.57000,4080.40000,4070.47000,4080.03000,1988
2025.10.22 12:01:00,4080.03000,4093.99000,4079.98000,4089.32000,2087
2025.10.22 12:02:00,4089.32000,4094.15000,4089.32000,4092.08000,1327
2025.10.22 12:03:00,4092.08000,4092.46000,4087.33000,4087.69000,1385
2025.10.22 12:04:00,4087.69000,4089.47000,4085.46000,4087.46000,1011
2025.10.22 12:05:00,4087.46000,4087.76000,4083.98000,4087.45000,1263
2025.10.22 12:06:00,4087.45000,4093.90000,4086.22000,4090.71000,1095
2025.10.22 12:07:00,4090.71000,4093.07000,4089.78000,4093.04000,671
2025.10.22 12:08:00,4093.04000,4101.62000,4090.71000,4100.14000,1469
2025.10.22 12:09:00,4100.14000,4100.24000,4093.38000,4094.71000,1122
2025.10.22 12:10:00,4094.71000,4094.71000,4081.62000,4081.81000,1392
2025.10.22 12:11:00,4081.81000,4084.83000,4080.79000,4082.52000,968
2025.10.22 12:12:00,4082.52000,4082.53000,4073.65000,4073.69000,1498
2025.10.22 12:13:00,4073.69000,4084.79000,4073.58000,4084.12000,1420
2025.10.22 12:14:00,4084.12000,4085.16000,4075.56000,4075.72000,1292
2025.10.22 12:15:00,4075.72000,4080.64000,4075.61000,4076.30000,1146
2025.10.22 12:16:00,4076.30000,4077.63000,4070.24000,4070.29000,1556
2025.10.22 12:17:00,4070.29000,4073.60000,4067.07000,4070.53000,1254
2025.10.22 12:18:00,4070.53000,4074.91000,4070.32000,4071.73000,1193
2025.10.22 12:19:00,4071.73000,4073.40000,4066.95000,4073.40000,1139
2025.10.22 12:20:00,4073.40000,4077.95000,4072.59000,4074.93000,1318
2025.10.22 12:21:00,4074.93000,4076.01000,4072.99000,4073.02000,1045
2025.10.22 12:22:00,4073.02000,4074.62000,4067.68000,4068.01000,1574
2025.10.22 12:23:00,4068.01000,4069.92000,4064.64000,4069.71000,1236
2025.10.22 12:24:00,4069.71000,4073.07000,4067.43000,4069.11000,1198
2025.10.22 12:25:00,4069.09000,4071.55000,4066.52000,4068.88000,1151
2025.10.22 12:26:00,4068.88000,4076.77000,4068.34000,4074.72000,1379
2025.10.22 12:27:00,4074.72000,4076.46000,4072.59000,4073.78000,1053
2025.10.22 12:28:00,4073.78000,4077.35000,4072.58000,4074.04000,968
2025.10.22 12:29:00,4074.04000,4076.76000,4073.99000,4075.78000,925
2025.10.22 12:30:00,4075.78000,4081.59000,4073.33000,4078.39000,1167
2025.10.22 12:31:00,4078.39000,4082.67000,4077.98000,4080.96000,1262
2025.10.22 12:32:00,4080.96000,4081.24000,4076.41000,4076.71000,1214
2025.10.22 12:33:00,4076.71000,4080.77000,4073.72000,4078.87000,1549
2025.10.22 12:34:00,4078.87000,4080.92000,4074.44000,4074.70000,1017
2025.10.22 12:35:00,4074.68000,4079.89000,4073.75000,4074.74000,1008
2025.10.22 12:36:00,4074.74000,4078.39000,4070.81000,4071.86000,1175
2025.10.22 12:37:00,4071.86000,4078.82000,4071.46000,4078.31000,1202
2025.10.22 12:38:00,4078.31000,4079.84000,4075.13000,4075.43000,823
2025.10.22 12:39:00,4075.47000,4075.86000,4069.05000,4070.28000,1130
2025.10.22 12:40:00,4070.28000,4073.54000,4069.16000,4071.17000,895
2025.10.22 12:41:00,4071.17000,4071.54000,4065.80000,4071.42000,1195
2025.10.22 12:42:00,4071.33000,4071.79000,4068.54000,4069.79000,618
2025.10.22 12:43:00,4069.79000,4069.79000,4063.63000,4063.96000,1013
2025.10.22 12:44:00,4063.96000,4064.33000,4062.35000,4063.04000,816
2025.10.22 12:45:00,4063.05000,4066.79000,4062.09000,4066.60000,766
2025.10.22 12:46:00,4066.60000,4069.92000,4063.70000,4063.70000,1224
2025.10.22 12:47:00,4063.70000,4064.70000,4062.09000,4062.87000,591
2025.10.22 12:48:00,4062.87000,4064.59000,4062.46000,4063.09000,643
2025.10.22 12:49:00,4063.09000,4066.20000,4061.68000,4063.99000,889
2025.10.22 12:50:00,4063.99000,4064.12000,4061.93000,4063.95000,645
2025.10.22 12:51:00,4063.95000,4063.95000,4061.71000,4062.99000,550
2025.10.22 12:52:00,4062.99000,4067.70000,4062.68000,4066.16000,796
2025.10.22 12:53:00,4066.16000,4066.97000,4063.52000,4065.67000,645
2025.10.22 12:54:00,4065.67000,4068.15000,4063.61000,4067.67000,796
2025.10.22 12:55:00,4067.67000,4070.05000,4067.11000,4068.09000,627
2025.10.22 12:56:00,4068.09000,4068.31000,4064.86000,4066.67000,626
2025.10.22 12:57:00,4066.67000,4071.60000,4066.67000,4071.39000,500
2025.10.22 12:58:00,4071.39000,4072.77000,4070.87000,4071.17000,479
2025.10.22 12:59:00,4071.17000,4071.60000,4069.69000,4069.69000,552
2025.10.22 13:00:00,4069.69000,4071.01000,4067.34000,4068.46000,516
2025.10.22 13:01:00,4068.46000,4069.37000,4063.26000,4064.27000,821
2025.10.22 13:02:00,4064.27000,4069.09000,4063.75000,4069.05000,575
2025.10.22 13:03:00,4069.05000,4075.15000,4069.05000,4072.76000,1030
2025.10.22 13:04:00,4072.76000,4078.12000,4070.10000,4070.68000,1228
2025.10.22 13:05:00,4070.68000,4071.25000,4064.43000,4064.75000,1545
2025.10.22 13:06:00,4064.75000,4066.58000,4063.28000,4065.56000,731
2025.10.22 13:07:00,4065.56000,4069.11000,4064.40000,4069.05000,666
2025.10.22 13:08:00,4069.05000,4070.08000,4066.50000,4067.23000,579
2025.10.22 13:09:00,4067.23000,4069.77000,4066.79000,4068.72000,939
2025.10.22 13:10:00,4068.71000,4069.25000,4064.40000,4068.63000,945
2025.10.22 13:11:00,4068.63000,4072.49000,4066.91000,4069.18000,923
2025.10.22 13:12:00,4069.18000,4071.03000,4067.18000,4070.15000,801
2025.10.22 13:13:00,4070.15000,4073.86000,4069.14000,4073.54000,863
2025.10.22 13:14:00,4073.54000,4076.73000,4073.47000,4075.77000,861
2025.10.22 13:15:00,4075.77000,4076.85000,4072.69000,4076.02000,1058
2025.10.22 13:16:00,4076.02000,4076.37000,4070.80000,4074.12000,1209
2025.10.22 13:17:00,4074.12000,4078.06000,4073.55000,4073.74000,1125
2025.10.22 13:18:00,4073.74000,4075.63000,4073.64000,4074.44000,705
2025.10.22 13:19:00,4074.44000,4074.90000,4071.80000,4072.99000,496
2025.10.22 13:20:00,4072.99000,4075.38000,4072.37000,4073.13000,647
2025.10.22 13:21:00,4073.13000,4074.21000,4071.51000,4072.27000,495
2025.10.22 13:22:00,4072.27000,4074.81000,4071.78000,4073.65000,658
2025.10.22 13:23:00,4073.65000,4074.55000,4071.81000,4073.94000,713
2025.10.22 13:24:00,4073.94000,4085.33000,4073.93000,4079.83000,1470
2025.10.22 13:25:00,4079.83000,4080.64000,4078.01000,4078.44000,591
2025.10.22 13:26:00,4078.44000,4081.81000,4078.28000,4078.46000,903
2025.10.22 13:27:00,4078.46000,4084.45000,4078.46000,4084.26000,668
2025.10.22 13:28:00,4084.26000,4084.95000,4081.72000,4081.72000,694
2025.10.22 13:29:00,4081.72000,4084.89000,4081.72000,4084.71000,572
2025.10.22 13:30:00,4084.71000,4086.35000,4083.11000,4086.06000,982
2025.10.22 13:31:00,4086.07000,4088.51000,4085.52000,4087.98000,950
2025.10.22 13:32:00,4088.01000,4090.83000,4087.66000,4089.09000,802
2025.10.22 13:33:00,4089.09000,4089.65000,4087.21000,4087.78000,637
2025.10.22 13:34:00,4087.77000,4088.26000,4084.48000,4084.58000,586
2025.10.22 13:35:00,4084.58000,4085.05000,4082.52000,4083.91000,579
2025.10.22 13:36:00,4083.91000,4084.48000,4077.90000,4077.93000,820
2025.10.22 13:37:00,4077.93000,4078.80000,4064.30000,4067.82000,1808
2025.10.22 13:38:00,4067.82000,4069.15000,4062.92000,4068.06000,1395
2025.10.22 13:39:00,4068.06000,4069.27000,4064.76000,4066.22000,1273
2025.10.22 13:40:00,4066.22000,4066.86000,4061.46000,4064.81000,1005
2025.10.22 13:41:00,4064.81000,4066.46000,4047.26000,4052.85000,1794
2025.10.22 13:42:00,4052.85000,4054.65000,4048.17000,4052.85000,1540
2025.10.22 13:43:00,4052.85000,4053.47000,4045.24000,4045.69000,1696
2025.10.22 13:44:00,4045.69000,4055.92000,4045.69000,4053.98000,1768
2025.10.22 13:45:00,4053.98000,4057.97000,4052.71000,4057.57000,1089
2025.10.22 13:46:00,4057.57000,4061.03000,4050.53000,4052.72000,1717
2025.10.22 13:47:00,4052.72000,4056.83000,4052.39000,4054.26000,947
2025.10.22 13:48:00,4054.26000,4058.81000,4053.97000,4055.73000,992
2025.10.22 13:49:00,4055.73000,4059.71000,4054.02000,4059.25000,797
2025.10.22 13:50:00,4059.25000,4059.48000,4055.24000,4056.13000,618
2025.10.22 13:51:00,4056.13000,4057.69000,4054.05000,4055.37000,841
2025.10.22 13:52:00,4055.37000,4055.38000,4045.17000,4050.62000,1257
2025.10.22 13:53:00,4050.62000,4051.05000,4042.57000,4044.34000,1234
2025.10.22 13:54:00,4044.34000,4044.37000,4033.06000,4034.48000,1520
2025.10.22 13:55:00,4034.48000,4038.51000,4032.14000,4037.54000,1836
2025.10.22 13:56:00,4037.54000,4037.54000,4023.74000,4025.80000,1519
2025.10.22 13:57:00,4025.80000,4033.09000,4024.83000,4028.64000,1563
2025.10.22 13:58:00,4028.57000,4031.96000,4024.81000,4024.98000,1412
2025.10.22 13:59:00,4024.98000,4037.22000,4024.03000,4035.11000,1521
2025.10.22 14:00:00,4035.11000,4035.24000,4030.97000,4032.59000,1434
2025.10.22 14:01:00,4032.59000,4033.27000,4025.92000,4028.78000,1647
2025.10.22 14:02:00,4028.78000,4029.48000,4015.52000,4017.82000,1586
2025.10.22 14:03:00,4017.82000,4022.91000,4015.15000,4018.05000,1774
2025.10.22 14:04:00,4018.05000,4026.13000,4018.05000,4025.32000,1797
2025.10.22 14:05:00,4025.32000,4037.74000,4023.82000,4037.21000,1794
2025.10.22 14:06:00,4037.21000,4039.31000,4034.48000,4036.86000,1596
2025.10.22 14:07:00,4036.86000,4040.78000,4035.15000,4035.29000,1413
2025.10.22 14:08:00,4035.27000,4037.00000,4030.28000,4033.66000,1435
2025.10.22 14:09:00,4033.66000,4034.96000,4028.01000,4028.30000,1407
2025.10.22 14:10:00,4028.30000,4032.29000,4023.73000,4031.35000,1854
2025.10.22 14:11:00,4031.35000,4031.39000,4024.65000,4024.71000,1719
2025.10.22 14:12:00,4024.68000,4029.45000,4023.38000,4026.60000,1379
2025.10.22 14:13:00,4026.60000,4032.03000,4023.99000,4026.16000,1567
2025.10.22 14:14:00,4026.16000,4032.29000,4023.12000,4031.99000,1306
2025.10.22 14:15:00,4031.99000,4034.59000,4028.86000,4033.45000,1433
2025.10.22 14:16:00,4033.45000,4037.83000,4032.27000,4036.48000,1729
2025.10.22 14:17:00,4036.48000,4038.60000,4030.22000,4031.40000,1260
2025.10.22 14:18:00,4031.40000,4034.42000,4031.40000,4033.43000,780
2025.10.22 14:19:00,4033.43000,4035.51000,4032.72000,4034.67000,942
2025.10.22 14:20:00,4034.67000,4042.08000,4033.81000,4041.89000,1178
2025.10.22 14:21:00,4041.88000,4042.10000,4038.99000,4040.45000,1137
2025.10.22 14:22:00,4040.45000,4041.89000,4035.69000,4041.41000,1150
2025.10.22 14:23:00,4041.41000,4041.65000,4038.95000,4041.61000,846
2025.10.22 14:24:00,4041.61000,4043.51000,4039.97000,4040.04000,724
2025.10.22 14:25:00,4040.04000,4045.02000,4040.00000,4044.39000,777
2025.10.22 14:26:00,4044.39000,4044.72000,4038.13000,4039.42000,897
2025.10.22 14:27:00,4039.42000,4039.42000,4025.56000,4026.83000,2259
2025.10.22 14:28:00,4026.83000,4029.94000,4024.67000,4026.10000,1634
2025.10.22 14:29:00,4026.10000,4027.58000,4019.13000,4020.83000,1517
2025.10.22 14:30:00,4020.83000,4027.12000,4018.98000,4024.00000,1641
2025.10.22 14:31:00,4024.00000,4028.58000,4017.99000,4025.49000,1893
2025.10.22 14:32:00,4025.49000,4026.51000,4022.73000,4024.75000,1005
2025.10.22 14:33:00,4024.75000,4029.84000,4023.20000,4027.74000,1481
2025.10.22 14:34:00,4027.74000,4028.05000,4022.00000,4024.62000,1072
2025.10.22 14:35:00,4024.62000,4026.32000,4021.11000,4024.09000,1116
2025.10.22 14:36:00,4024.09000,4029.71000,4024.00000,4028.57000,960
2025.10.22 14:37:00,4028.57000,4030.80000,4022.09000,4022.80000,837
2025.10.22 14:38:00,4022.80000,4025.20000,4019.75000,4021.61000,1214
2025.10.22 14:39:00,4021.61000,4022.85000,4016.23000,4019.08000,1301
2025.10.22 14:40:00,4019.08000,4021.75000,4015.53000,4018.55000,1197
2025.10.22 14:41:00,4018.55000,4020.94000,4015.26000,4016.46000,863
2025.10.22 14:42:00,4016.46000,4019.45000,4015.25000,4015.75000,820
2025.10.22 14:43:00,4015.75000,4020.83000,4015.46000,4020.22000,956
2025.10.22 14:44:00,4020.19000,4023.20000,4020.04000,4022.58000,1095
2025.10.22 14:45:00,4022.58000,4027.25000,4022.56000,4024.00000,1398
2025.10.22 14:46:00,4024.00000,4026.41000,4022.75000,4025.62000,800
2025.10.22 14:47:00,4025.62000,4025.92000,4022.15000,4024.54000,830
2025.10.22 14:48:00,4024.54000,4031.68000,4024.02000,4031.39000,1425
2025.10.22 14:49:00,4031.39000,4033.68000,4029.05000,4030.96000,1098
2025.10.22 14:50:00,4030.96000,4033.51000,4027.38000,4027.71000,942
2025.10.22 14:51:00,4027.71000,4028.74000,4023.24000,4023.54000,1133
2025.10.22 14:52:00,4023.54000,4026.29000,4020.86000,4024.78000,1190
2025.10.22 14:53:00,4024.73000,4025.80000,4022.10000,4023.11000,856
2025.10.22 14:54:00,4023.11000,4024.46000,4022.05000,4022.51000,1031
2025.10.22 14:55:00,4022.51000,4023.42000,4019.13000,4020.29000,1220
2025.10.22 14:56:00,4020.29000,4021.27000,4016.40000,4018.15000,1180
2025.10.22 14:57:00,4018.15000,4020.56000,4015.56000,4020.14000,918
