TimeFrame,Symbol,Candle,DateTime,Open,High,Low,Close,Volume,HL,Body
PERIOD_H4,XAUUSD,14563,2007.11.15 00:00,811.5,817.8,782.2,787.8,12939.0,3559.999999999991,2370.0000000000045
PERIOD_H4,XAUUSD,14562,2007.11.16 00:00,787.6,797.2,783.4,785.9,11485.0,1380.0000000000068,170.00000000000455
PERIOD_H4,XAUUSD,14561,2007.11.19 00:00,786.0,793.8,774.7,781.5,9400.0,1909.999999999991,450.0
PERIOD_H4,XAUUSD,14560,2007.11.20 00:00,781.4,805.5,772.4,802.3,11098.0,3310.0000000000023,2089.9999999999977
PERIOD_H4,XAUUSD,14559,2007.11.21 00:00,802.4,807.0,794.3,800.0,10665.0,1270.0000000000045,239.99999999999773
PERIOD_H4,XAUUSD,14558,2007.11.22 00:00,799.8,805.3,798.0,803.8,2883.0,729.9999999999955,400.0
PERIOD_H4,XAUUSD,14557,2007.11.23 00:00,803.7,825.4,802.5,823.0,7566.0,2289.9999999999977,1929.9999999999955
PERIOD_H4,XAUUSD,14556,2007.11.26 00:00,823.6,836.5,820.6,824.1,11859.0,1589.9999999999977,50.0
PERIOD_H4,XAUUSD,14555,2007.11.27 00:00,823.8,828.9,807.2,812.2,10845.0,2169.999999999993,1159.999999999991
PERIOD_H4,XAUUSD,14554,2007.11.28 00:00,812.3,815.5,790.9,804.1,11562.0,2460.0000000000023,819.9999999999932
PERIOD_H4,XAUUSD,14553,2007.11.29 00:00,804.0,807.7,792.0,792.8,9845.0,1570.0000000000045,1120.0000000000045
PERIOD_H4,XAUUSD,14552,2007.11.30 00:00,792.9,799.2,778.7,781.8,10405.0,2050.0,1110.0000000000023
PERIOD_H4,XAUUSD,14551,2007.12.03 00:00,782.9,794.0,776.6,793.8,9150.0,1739.9999999999977,1089.9999999999977
PERIOD_H4,XAUUSD,14550,2007.12.04 00:00,793.9,805.0,786.3,801.0,8477.0,1870.0000000000045,710.0000000000023
PERIOD_H4,XAUUSD,14549,2007.12.05 00:00,801.1,806.5,790.9,795.0,9718.0,1560.0000000000023,610.0000000000023
PERIOD_H4,XAUUSD,14548,2007.12.06 00:00,794.9,805.2,784.7,801.8,10321.0,2050.0,689.9999999999977
PERIOD_H4,XAUUSD,14547,2007.12.07 00:00,801.9,805.0,791.5,795.6,8466.0,1350.0,629.9999999999955
PERIOD_H4,XAUUSD,14546,2007.12.10 00:00,795.7,811.8,793.6,807.6,7293.0,1819.9999999999932,1189.9999999999977
PERIOD_H4,XAUUSD,14545,2007.12.11 00:00,807.7,813.1,795.6,796.4,8767.0,1750.0,1130.0000000000068
PERIOD_H4,XAUUSD,14544,2007.12.12 00:00,796.3,816.8,795.9,813.1,9471.0,2089.9999999999977,1680.0000000000068
PERIOD_H4,XAUUSD,14543,2007.12.13 00:00,813.0,813.5,791.9,796.9,9682.0,2160.0000000000023,1610.0000000000023
PERIOD_H4,XAUUSD,14542,2007.12.14 00:00,797.0,803.1,787.4,794.1,9843.0,1570.0000000000045,289.9999999999977
PERIOD_H4,XAUUSD,14541,2007.12.17 00:00,793.7,798.5,784.9,792.8,7865.0,1360.0000000000023,90.0000000000091
PERIOD_H4,XAUUSD,14540,2007.12.18 00:00,792.9,806.1,789.9,802.2,7822.0,1620.0000000000045,930.0000000000068
PERIOD_H4,XAUUSD,14539,2007.12.19 00:00,801.9,804.3,797.4,801.8,6678.0,689.9999999999977,10.000000000002274
PERIOD_H4,XAUUSD,14538,2007.12.20 00:00,802.0,802.7,792.9,795.9,6746.0,980.0000000000068,610.0000000000023
PERIOD_H4,XAUUSD,14537,2007.12.21 00:00,795.7,812.1,795.1,809.6,5974.0,1700.0,1389.9999999999977
PERIOD_H4,XAUUSD,14536,2007.12.24 00:00,810.6,815.2,807.8,811.7,3675.0,740.0000000000091,110.00000000000227
PERIOD_H4,XAUUSD,14535,2007.12.26 00:00,812.4,825.7,812.1,824.0,3158.0,1360.0000000000023,1160.0000000000023
PERIOD_H4,XAUUSD,14534,2007.12.27 00:00,824.3,830.9,821.1,825.0,6432.0,979.9999999999955,70.00000000000455
PERIOD_H4,XAUUSD,14533,2007.12.28 00:00,825.1,839.7,824.3,838.9,5313.0,1540.000000000009,1379.9999999999955
PERIOD_H4,XAUUSD,14532,2007.12.31 00:00,841.0,843.1,829.2,832.7,4894.0,1389.9999999999977,829.9999999999955
PERIOD_H4,XAUUSD,14531,2008.01.02 00:00,835.5,860.9,834.8,856.8,7172.0,2610.0000000000023,2129.9999999999955
PERIOD_H4,XAUUSD,14530,2008.01.03 00:00,857.1,868.9,852.9,864.3,10999.0,1600.0,719.9999999999932
PERIOD_H4,XAUUSD,14529,2008.01.04 00:00,864.4,868.5,853.9,860.6,9510.0,1460.0000000000023,379.99999999999545
PERIOD_H4,XAUUSD,14528,2008.01.07 00:00,860.4,864.7,854.9,857.5,8446.0,980.0000000000068,289.9999999999977
PERIOD_H4,XAUUSD,14527,2008.01.08 00:00,857.6,880.8,856.4,877.4,9427.0,2439.9999999999977,1979.9999999999955
PERIOD_H4,XAUUSD,14526,2008.01.09 00:00,877.3,891.1,871.5,878.4,14536.0,1960.0000000000023,110.00000000000227
PERIOD_H4,XAUUSD,14525,2008.01.10 00:00,878.4,894.8,865.9,892.6,14635.0,2889.9999999999977,1420.0000000000045
PERIOD_H4,XAUUSD,14524,2008.01.11 00:00,892.7,898.0,887.0,895.7,15393.0,1100.0,300.0
PERIOD_H4,XAUUSD,14523,2008.01.14 00:00,895.0,914.1,891.2,903.6,13891.0,2289.9999999999977,860.0000000000023
PERIOD_H4,XAUUSD,14522,2008.01.15 00:00,903.5,914.1,886.9,887.3,14592.0,2720.0000000000045,1620.0000000000045
PERIOD_H4,XAUUSD,14521,2008.01.16 00:00,887.6,899.4,874.1,876.8,23533.0,2529.9999999999955,1080.0000000000068
PERIOD_H4,XAUUSD,14520,2008.01.17 00:00,876.8,890.2,874.45,877.3,24999.0,1575.0,50.0
PERIOD_H4,XAUUSD,14519,2008.01.18 00:00,877.2,888.4,870.0,884.35,24973.0,1839.9999999999977,714.9999999999977
PERIOD_H4,XAUUSD,14518,2008.01.21 00:00,882.4,883.05,860.55,864.5,10827.0,2250.0,1789.9999999999977
PERIOD_H4,XAUUSD,14517,2008.01.22 00:00,864.6,894.5,849.2,891.75,33441.0,4529.999999999995,2714.9999999999977
PERIOD_H4,XAUUSD,14516,2008.01.23 00:00,891.8,895.7,876.3,889.95,30874.0,1940.000000000009,184.9999999999909
PERIOD_H4,XAUUSD,14515,2008.01.24 00:00,890.0,913.15,888.85,912.4,23680.0,2429.9999999999955,2239.9999999999977
PERIOD_H4,XAUUSD,14514,2008.01.25 00:00,912.4,923.45,905.8,913.3,26161.0,1765.000000000009,89.99999999999773
PERIOD_H4,XAUUSD,14513,2008.01.28 00:00,911.3,929.35,910.4,928.4,21224.0,1895.0000000000045,1710.0000000000023
PERIOD_H4,XAUUSD,14512,2008.01.29 00:00,928.35,933.05,919.55,923.35,19780.0,1350.0,500.0
PERIOD_H4,XAUUSD,14511,2008.01.30 00:00,923.35,936.75,915.65,928.95,19530.0,2110.0000000000023,560.0000000000023
PERIOD_H4,XAUUSD,14510,2008.01.31 00:00,928.95,929.55,914.95,925.65,24196.0,1459.999999999991,330.0000000000068
PERIOD_H4,XAUUSD,14509,2008.02.01 00:00,925.8,936.65,903.6,903.95,24835.0,3304.9999999999955,2184.999999999991
PERIOD_H4,XAUUSD,14508,2008.02.04 00:00,905.4,912.55,891.85,903.1,24502.0,2069.999999999993,229.99999999999545
PERIOD_H4,XAUUSD,14507,2008.02.05 00:00,903.15,906.85,884.0,887.65,23630.0,2285.0000000000023,1550.0
PERIOD_H4,XAUUSD,14506,2008.02.06 00:00,887.8,907.3,885.65,899.75,19518.0,2164.9999999999977,1195.0000000000045
PERIOD_H4,XAUUSD,14505,2008.02.07 00:00,899.7,910.85,896.0,910.15,23933.0,1485.0000000000023,1044.9999999999932
PERIOD_H4,XAUUSD,14504,2008.02.08 00:00,910.1,920.55,907.25,920.2,20250.0,1329.9999999999955,1010.0000000000023
PERIOD_H4,XAUUSD,14503,2008.02.11 00:00,921.75,927.1,915.75,922.85,24675.0,1135.0000000000023,110.00000000000227
PERIOD_H4,XAUUSD,14502,2008.02.12 00:00,922.75,924.5,902.5,905.85,23511.0,2200.0,1689.9999999999977
PERIOD_H4,XAUUSD,14501,2008.02.13 00:00,906.0,910.7,896.05,906.05,21372.0,1465.000000000009,4.9999999999954525
PERIOD_H4,XAUUSD,14500,2008.02.14 00:00,906.05,913.75,901.6,907.75,20078.0,1214.9999999999977,170.00000000000455
PERIOD_H4,XAUUSD,14499,2008.02.15 00:00,907.8,915.45,897.5,902.05,22159.0,1795.0000000000045,575.0
PERIOD_H4,XAUUSD,14498,2008.02.18 00:00,902.45,907.5,900.05,904.5,8450.0,745.0000000000045,204.99999999999545
PERIOD_H4,XAUUSD,14497,2008.02.19 00:00,904.55,930.5,904.45,927.35,18817.0,2604.9999999999955,2280.000000000007
PERIOD_H4,XAUUSD,14496,2008.02.20 00:00,927.35,945.55,913.2,943.8,25922.0,3234.999999999991,1644.9999999999932
PERIOD_H4,XAUUSD,14495,2008.02.21 00:00,943.85,953.85,937.65,945.5,23225.0,1620.0000000000045,164.99999999999773
PERIOD_H4,XAUUSD,14494,2008.02.22 00:00,945.45,949.6,935.45,945.15,24683.0,1414.9999999999977,30.00000000000682
PERIOD_H4,XAUUSD,14493,2008.02.25 00:00,945.45,951.95,932.9,939.05,20662.0,1905.0000000000068,640.0000000000091
PERIOD_H4,XAUUSD,14492,2008.02.26 00:00,939.05,950.2,926.0,947.7,26034.0,2420.0000000000045,865.0000000000091
PERIOD_H4,XAUUSD,14491,2008.02.27 00:00,947.8,964.9,947.6,957.6,22735.0,1729.9999999999955,980.0000000000068
PERIOD_H4,XAUUSD,14490,2008.02.28 00:00,957.6,972.35,951.6,970.4,21968.0,2075.0,1279.9999999999955
PERIOD_H4,XAUUSD,14489,2008.02.29 00:00,970.45,975.95,964.2,973.05,25230.0,1175.0,259.9999999999909
PERIOD_H4,XAUUSD,14488,2008.03.03 00:00,973.1,989.35,972.8,983.35,23015.0,1655.0000000000068,1025.0
PERIOD_H4,XAUUSD,14487,2008.03.04 00:00,983.35,987.95,956.35,963.65,25988.0,3160.0000000000023,1970.0000000000045
PERIOD_H4,XAUUSD,14486,2008.03.05 00:00,963.6,992.9,958.85,989.15,24891.0,3404.9999999999955,2554.9999999999955
PERIOD_H4,XAUUSD,14485,2008.03.06 00:00,989.2,992.2,964.8,978.25,25631.0,2740.000000000009,1095.0000000000045
PERIOD_H4,XAUUSD,14484,2008.03.07 00:00,978.35,988.5,969.35,972.65,21585.0,1914.9999999999977,570.0000000000045
PERIOD_H4,XAUUSD,14483,2008.03.10 00:00,972.9,980.7,960.9,972.7,23655.0,1980.0000000000068,19.99999999999318
PERIOD_H4,XAUUSD,14482,2008.03.11 00:00,972.75,985.75,964.65,972.8,25180.0,2110.0000000000023,4.9999999999954525
PERIOD_H4,XAUUSD,14481,2008.03.12 00:00,972.9,982.95,968.05,982.55,21674.0,1490.000000000009,964.9999999999977
PERIOD_H4,XAUUSD,14480,2008.03.13 00:00,982.55,999.65,975.0,994.4,26383.0,2464.9999999999977,1185.0000000000023
PERIOD_H4,XAUUSD,14479,2008.03.14 00:00,994.4,1007.05,990.0,999.3,21007.0,1704.9999999999955,489.9999999999977
PERIOD_H4,XAUUSD,14478,2008.03.17 00:00,1001.8,1032.35,993.6,1001.65,41578.0,3874.9999999999886,14.999999999997726
PERIOD_H4,XAUUSD,14477,2008.03.18 00:00,1002.0,1012.15,976.35,981.6,30018.0,3579.9999999999955,2039.9999999999977
PERIOD_H4,XAUUSD,14476,2008.03.19 00:00,981.6,997.25,937.55,944.6,35881.0,5970.000000000005,3700.0
PERIOD_H4,XAUUSD,14475,2008.03.20 00:00,944.6,945.3,904.33,909.5,34517.0,4096.999999999991,3510.0000000000023
PERIOD_H4,XAUUSD,14474,2008.03.21 00:00,909.9,917.55,906.85,910.75,274.0,1069.9999999999932,85.00000000000227
PERIOD_H4,XAUUSD,14473,2008.03.24 00:00,914.85,927.1,906.1,915.05,29262.0,2100.0,19.99999999999318
PERIOD_H4,XAUUSD,14472,2008.03.25 00:00,915.1,938.8,910.0,938.35,26278.0,2879.9999999999955,2325.0
PERIOD_H4,XAUUSD,14471,2008.03.26 00:00,938.35,954.45,927.8,953.7,22644.0,2665.000000000009,1535.0000000000023
PERIOD_H4,XAUUSD,14470,2008.03.27 00:00,953.8,954.65,940.15,947.15,23157.0,1450.0,664.9999999999977
PERIOD_H4,XAUUSD,14469,2008.03.28 00:00,947.1,950.75,922.9,930.1,21939.0,2785.0000000000023,1700.0
