TimeFrame,Symbol,Candle,DateTime,Open,High,Low,Close,Volume,HL,Body
PERIOD_W1,XAUUSD,957,2007.06.24 00:00,654.05,654.45,638.3,649.35,37259.0,1615.000000000009,469.9999999999932
PERIOD_W1,XAUUSD,956,2007.07.01 00:00,650.85,658.6,645.0,655.65,30081.0,1360.0000000000023,479.99999999999545
PERIOD_W1,XAUUSD,955,2007.07.08 00:00,656.0,669.3,653.3,666.6,39994.0,1600.0,1060.0000000000023
PERIOD_W1,XAUUSD,954,2007.07.15 00:00,666.35,686.75,662.25,683.1,42216.0,2450.0,1675.0
PERIOD_W1,XAUUSD,953,2007.07.22 00:00,683.75,687.75,654.5,660.9,53457.0,3325.0,2285.0000000000023
PERIOD_W1,XAUUSD,952,2007.07.29 00:00,661.1,675.35,658.8,673.45,50726.0,1655.0000000000068,1235.0000000000023
PERIOD_W1,XAUUSD,951,2007.08.05 00:00,673.25,676.7,657.7,672.6,56185.0,1900.0,64.99999999999773
PERIOD_W1,XAUUSD,950,2007.08.12 00:00,672.5,672.7,641.6,657.5,58892.0,3110.0000000000023,1500.0
PERIOD_W1,XAUUSD,949,2007.08.19 00:00,657.05,668.75,652.7,667.95,54169.0,1604.9999999999955,1090.000000000009
PERIOD_W1,XAUUSD,948,2007.08.26 00:00,668.05,674.5,660.7,672.3,39026.0,1379.9999999999955,425.0
PERIOD_W1,XAUUSD,947,2007.09.02 00:00,672.5,706.5,671.1,699.9,21029.0,3539.9999999999977,2739.9999999999977
PERIOD_W1,XAUUSD,946,2007.09.09 00:00,699.0,717.0,698.8,707.2,26731.0,1820.0000000000045,820.0000000000045
PERIOD_W1,XAUUSD,945,2007.09.16 00:00,707.3,739.1,705.9,730.4,31989.0,3320.0000000000045,2310.0000000000023
PERIOD_W1,XAUUSD,944,2007.09.23 00:00,731.0,745.5,721.7,742.6,30660.0,2379.9999999999955,1160.0000000000023
PERIOD_W1,XAUUSD,943,2007.09.30 00:00,743.7,747.5,720.3,741.6,33106.0,2720.0000000000045,210.00000000000227
PERIOD_W1,XAUUSD,942,2007.10.07 00:00,740.9,753.4,726.2,749.2,29768.0,2719.999999999993,830.0000000000068
PERIOD_W1,XAUUSD,941,2007.10.14 00:00,749.0,770.8,747.2,765.7,40384.0,2359.999999999991,1670.0000000000045
PERIOD_W1,XAUUSD,940,2007.10.21 00:00,766.2,785.6,745.0,784.7,38663.0,4060.0000000000023,1850.0
PERIOD_W1,XAUUSD,939,2007.10.28 00:00,784.2,807.8,776.5,807.1,43658.0,3129.9999999999955,2289.9999999999977
PERIOD_W1,XAUUSD,938,2007.11.04 00:00,806.9,845.4,800.5,830.7,60993.0,4489.999999999997,2380.000000000007
PERIOD_W1,XAUUSD,937,2007.11.11 00:00,829.9,832.2,782.2,785.9,62445.0,5000.0,4400.0
PERIOD_W1,XAUUSD,936,2007.11.18 00:00,786.0,825.4,772.4,823.0,41612.0,5300.0,3700.0
PERIOD_W1,XAUUSD,935,2007.11.25 00:00,823.6,836.5,778.7,781.8,54516.0,5779.999999999995,4180.000000000006
PERIOD_W1,XAUUSD,934,2007.12.02 00:00,782.9,806.5,776.6,795.6,46132.0,2989.9999999999977,1270.0000000000045
PERIOD_W1,XAUUSD,933,2007.12.09 00:00,795.7,816.8,787.4,794.1,45056.0,2939.9999999999977,160.00000000000227
PERIOD_W1,XAUUSD,932,2007.12.16 00:00,793.7,812.1,784.9,809.6,35085.0,2720.0000000000045,1589.9999999999977
PERIOD_W1,XAUUSD,931,2007.12.23 00:00,810.6,839.7,807.8,838.9,18578.0,3190.000000000009,2829.9999999999955
PERIOD_W1,XAUUSD,930,2007.12.30 00:00,841.0,868.9,829.2,860.6,32575.0,3969.999999999993,1960.0000000000023
PERIOD_W1,XAUUSD,929,2008.01.06 00:00,860.4,898.0,854.9,895.7,62437.0,4310.000000000002,3530.000000000007
PERIOD_W1,XAUUSD,928,2008.01.13 00:00,895.0,914.1,870.0,884.35,101988.0,4410.000000000002,1064.9999999999977
PERIOD_W1,XAUUSD,927,2008.01.20 00:00,882.4,923.45,849.2,913.3,124983.0,7425.0,3089.9999999999977
PERIOD_W1,XAUUSD,926,2008.01.27 00:00,911.3,936.75,903.6,903.95,109565.0,3314.9999999999977,734.9999999999909
PERIOD_W1,XAUUSD,925,2008.02.03 00:00,905.4,920.55,884.0,920.2,111833.0,3654.9999999999955,1480.0000000000068
PERIOD_W1,XAUUSD,924,2008.02.10 00:00,921.75,927.1,896.05,902.05,111795.0,3105.000000000007,1970.0000000000045
PERIOD_W1,XAUUSD,923,2008.02.17 00:00,902.45,953.85,900.05,945.15,101097.0,5380.000000000006,4269.999999999993
PERIOD_W1,XAUUSD,922,2008.02.24 00:00,945.45,975.95,926.0,973.05,116629.0,4995.000000000005,2759.999999999991
PERIOD_W1,XAUUSD,921,2008.03.02 00:00,973.1,992.9,956.35,972.65,121110.0,3654.9999999999955,45.00000000000455
PERIOD_W1,XAUUSD,920,2008.03.09 00:00,972.9,1007.05,960.9,999.3,117899.0,4614.999999999997,2639.9999999999977
PERIOD_W1,XAUUSD,919,2008.03.16 00:00,1001.8,1032.35,904.33,910.75,142268.0,12801.999999999987,9104.999999999995
PERIOD_W1,XAUUSD,918,2008.03.23 00:00,914.85,954.65,906.1,930.1,123280.0,4854.999999999995,1525.0
PERIOD_W1,XAUUSD,917,2008.03.30 00:00,930.8,940.65,872.2,913.35,126014.0,6844.999999999993,1744.9999999999932
PERIOD_W1,XAUUSD,916,2008.04.06 00:00,912.3,939.6,902.9,924.95,81164.0,3670.0000000000045,1265.000000000009
PERIOD_W1,XAUUSD,915,2008.04.13 00:00,918.9,952.6,904.55,917.9,95820.0,4805.000000000006,100.0
PERIOD_W1,XAUUSD,914,2008.04.20 00:00,916.85,928.55,877.6,884.15,100765.0,5094.999999999993,3270.0000000000045
PERIOD_W1,XAUUSD,913,2008.04.27 00:00,888.95,895.7,844.95,856.75,96481.0,5075.0,3220.0000000000045
PERIOD_W1,XAUUSD,912,2008.05.04 00:00,858.25,889.5,858.15,885.25,81798.0,3135.0000000000023,2700.0
PERIOD_W1,XAUUSD,911,2008.05.11 00:00,883.3,904.9,859.8,902.9,101658.0,4510.000000000002,1960.0000000000023
PERIOD_W1,XAUUSD,910,2008.05.18 00:00,903.5,935.15,900.55,924.75,96090.0,3460.0000000000023,2125.0
PERIOD_W1,XAUUSD,909,2008.05.25 00:00,926.55,930.65,869.85,886.55,101070.0,6079.999999999995,4000.0
PERIOD_W1,XAUUSD,908,2008.06.01 00:00,887.6,901.45,864.65,901.05,125228.0,3680.000000000007,1344.9999999999932
PERIOD_W1,XAUUSD,907,2008.06.08 00:00,902.55,909.1,857.05,869.15,133937.0,5205.000000000006,3339.9999999999977
